id,original_title,overview,genres,keywords,cast,production_companies,release_date,vote_average,vote_count,runtime,original_language,popularity,director,combined_features
10588,The Cat in the Hat,conrad sally walden home pet fish rain outside cat hat walk door introduce imagination s fun game thing hand cat parent,Comedy Fantasy Family,cat brothersisterrelationship boredom chaos stepfather basedonchildren'sbook,MikeMyers DakotaFanning SpencerBreslin,ImagineEntertainment DreamWorksSKG UniversalPictures,2003-11-21,4.9,366,82.0,en,18.251129,BoWelch,conrad sally walden home pet fish rain outside cat hat walk door introduce imagination s fun game thing hand cat parent Comedy Fantasy Family cat brothersisterrelationship boredom chaos stepfather basedonchildren'sbook MikeMyers DakotaFanning SpencerBreslin BoWelch ImagineEntertainment DreamWorksSKG UniversalPictures
2048,"I, Robot",robot common place abide law robotic techno phobic cop investigate apparent suicide suspecting robot responsible death investigation lead believe humanity danger,Action ScienceFiction,suicide artificialintelligence manvsmachine chicago basedonnovel hero future law dystopia police murder robot 3d humanoidrobot,WillSmith BridgetMoynahan AlanTudyk,TwentiethCenturyFoxFilmCorporation LaurenceMarkProductions DavisEntertainment OverbrookEntertainment MediastreamVierteFilmGmbH&Co.VermarktungsKG CanlawsProductions,2004-07-15,6.7,3793,115.0,en,95.914473,AlexProyas,robot common place abide law robotic techno phobic cop investigate apparent suicide suspecting robot responsible death investigation lead believe humanity danger Action ScienceFiction suicide artificialintelligence manvsmachine chicago basedonnovel hero future law dystopia police murder robot 3d humanoidrobot WillSmith BridgetMoynahan AlanTudyk AlexProyas TwentiethCenturyFoxFilmCorporation LaurenceMarkProductions DavisEntertainment OverbrookEntertainment MediastreamVierteFilmGmbH&Co.VermarktungsKG CanlawsProductions
1495,Kingdom of Heaven,wife die blacksmith name balian thrust royalty political intrigue bloody holy war crusade,Drama Action Adventure History War,crusade epic knight swordsman orderofthetemplars religious knighttemplars saladin kingrichard,OrlandoBloom EvaGreen JeremyIrons,StudioBabelsberg TwentiethCenturyFoxFilmCorporation ScottFreeProductions Kanzaman DuneFilms BK KOH ReinodelCielo InsideTrack3 CalleCruzada,2005-05-03,6.6,1157,144.0,en,44.490453,RidleyScott,wife die blacksmith name balian thrust royalty political intrigue bloody holy war crusade Drama Action Adventure History War crusade epic knight swordsman orderofthetemplars religious knighttemplars saladin kingrichard OrlandoBloom EvaGreen JeremyIrons RidleyScott StudioBabelsberg TwentiethCenturyFoxFilmCorporation ScottFreeProductions Kanzaman DuneFilms BK KOH ReinodelCielo InsideTrack3 CalleCruzada
10137,Stuart Little,adventure heroic debonair stalwart mouse name stuart little human quality face comic misadventure search lose bird friend live human family child,Animation Fantasy Family Comedy,brotherbrotherrelationship basedonnovel cat mouse adoption orphanage stepbrother kidsandfamily newyorkcitytwintowers gangster,MichaelJ.Fox GeenaDavis HughLaurie,ColumbiaPicturesCorporation GlobalMedienKG Franklin/WatermanProductions,1999-12-17,5.8,959,84.0,en,30.475297,RobMinkoff,adventure heroic debonair stalwart mouse name stuart little human quality face comic misadventure search lose bird friend live human family child Animation Fantasy Family Comedy brotherbrotherrelationship basedonnovel cat mouse adoption orphanage stepbrother kidsandfamily newyorkcitytwintowers gangster MichaelJ.Fox GeenaDavis HughLaurie RobMinkoff ColumbiaPicturesCorporation GlobalMedienKG Franklin/WatermanProductions
10198,The Princess and the Frog,waitress desperate fulfill dream restaurant owner set journey turn frog prince human face problem kiss,Romance Family Animation Music,basedonnovel voodoo kiss princess animation cajun firefly basedonfairytale duringcreditsstinger bigdreams frogprince charlatan,AnikaNoniRose BrunoCampos KeithDavid,WaltDisneyPictures WaltDisneyAnimationStudios,2009-12-08,6.7,1247,97.0,en,62.479574,RonClements,waitress desperate fulfill dream restaurant owner set journey turn frog prince human face problem kiss Romance Family Animation Music basedonnovel voodoo kiss princess animation cajun firefly basedonfairytale duringcreditsstinger bigdreams frogprince charlatan AnikaNoniRose BrunoCampos KeithDavid RonClements WaltDisneyPictures WaltDisneyAnimationStudios
286217,The Martian,manned mission mar astronaut mark watney presume dead fierce storm leave crew watney survive find strand hostile planet meager supply draw ingenuity wit spirit subsist find way signal earth alive,Drama Adventure ScienceFiction,basedonnovel mars nasa isolation botanist stranded spaceship space engineering survival astronaut science deepspaceexplorer duringcreditsstinger battleforsurvival,MattDamon JessicaChastain KristenWiig,TwentiethCenturyFoxFilmCorporation ScottFreeProductions MidAtlanticFilms InternationalTraders TSGEntertainment GenreFilms,2015-09-30,7.6,7268,141.0,en,167.93287,RidleyScott,manned mission mar astronaut mark watney presume dead fierce storm leave crew watney survive find strand hostile planet meager supply draw ingenuity wit spirit subsist find way signal earth alive Drama Adventure ScienceFiction basedonnovel mars nasa isolation botanist stranded spaceship space engineering survival astronaut science deepspaceexplorer duringcreditsstinger battleforsurvival MattDamon JessicaChastain KristenWiig RidleyScott TwentiethCenturyFoxFilmCorporation ScottFreeProductions MidAtlanticFilms InternationalTraders TSGEntertainment GenreFilms
1635,The Island,lincoln echo resident seemingly utopian contain facility like inhabitant carefully control environment lincoln hop choose island reportedly uncontaminated location planet lincoln soon discover existence lie,Action Thriller ScienceFiction Adventure,clone transplantation loveofone'slife dystopia genetics freedom escape cloning plague,EwanMcGregor ScarlettJohansson DjimonHounsou,DreamWorksSKG WarnerBros. Parkes/MacDonaldProductions,2005-07-20,6.5,1770,136.0,en,37.68056,MichaelBay,lincoln echo resident seemingly utopian contain facility like inhabitant carefully control environment lincoln hop choose island reportedly uncontaminated location planet lincoln soon discover existence lie Action Thriller ScienceFiction Adventure clone transplantation loveofone'slife dystopia genetics freedom escape cloning plague EwanMcGregor ScarlettJohansson DjimonHounsou MichaelBay DreamWorksSKG WarnerBros. Parkes/MacDonaldProductions
24113,Town & Country,porter stoddard know new york architect crossroad nexus twist turn lead myriad misstep wife ellie longtime friend mona husband griffin decide direction lead unexpected encounter hilarious consequence,Comedy Romance,architect cellist friends anniversary,WarrenBeatty DianeKeaton GoldieHawn,NewLineCinema,2001-04-27,3.7,16,104.0,en,1.004579,PeterChelsom,porter stoddard know new york architect crossroad nexus twist turn lead myriad misstep wife ellie longtime friend mona husband griffin decide direction lead unexpected encounter hilarious consequence Comedy Romance architect cellist friends anniversary WarrenBeatty DianeKeaton GoldieHawn PeterChelsom NewLineCinema
9679,Gone in Sixty Seconds,learn come retirement steal car night save brother kip s life car thief randall memphis raine enlist help boost happy pal accomplish seemingly impossible feat countless car chase relentless cop high octane excitement build randall swerve roadblock kip alive,Action Crime Thriller,brotherbrotherrelationship detective carrace carthief blackmail brother remake heist betrayal organizedcrime shootout policechase explosion violence lockpick carchase stakeout illegaldrugs carmovie stolencars fordmustang blacklight,NicolasCage AngelinaJolie GiovanniRibisi,JerryBruckheimerFilms TouchstonePictures,2000-06-09,6.1,1485,118.0,en,52.995628,DominicSena,learn come retirement steal car night save brother kip s life car thief randall memphis raine enlist help boost happy pal accomplish seemingly impossible feat countless car chase relentless cop high octane excitement build randall swerve roadblock kip alive Action Crime Thriller brotherbrotherrelationship detective carrace carthief blackmail brother remake heist betrayal organizedcrime shootout policechase explosion violence lockpick carchase stakeout illegaldrugs carmovie stolencars fordmustang blacklight NicolasCage AngelinaJolie GiovanniRibisi DominicSena JerryBruckheimerFilms TouchstonePictures
98,Gladiator,year death emperor marcus aurelius throw roman empire chaos maximus roman army s capable trusted general key advisor emperor marcus devious son commodus ascend throne maximus set execute escape capture slave trader rename spaniard force gladiator maximus battle death man amusement pay audience battle skill serve famous admired man fight colosseum determine avenge man take away freedom lay waste family maximus believe use fame skill ring avenge loss family glory gladiator begin challenge rule commodus decide fighting mettle test square maximus battle death,Action Drama Adventure,rome gladiator arena senate romanempire emperor slavery battlefield blood ancientworld fatherdaughterrelationship combat mothersonrelationship dreamsequence chariot philosopher barbarianhorde 2ndcentury successor,RussellCrowe JoaquinPhoenix ConnieNielsen,DreamWorksSKG UniversalPictures ScottFreeProductions RedWagonEntertainment MillFilm C&L Dawliz,2000-05-01,7.9,5439,155.0,en,95.301296,RidleyScott,year death emperor marcus aurelius throw roman empire chaos maximus roman army s capable trusted general key advisor emperor marcus devious son commodus ascend throne maximus set execute escape capture slave trader rename spaniard force gladiator maximus battle death man amusement pay audience battle skill serve famous admired man fight colosseum determine avenge man take away freedom lay waste family maximus believe use fame skill ring avenge loss family glory gladiator begin challenge rule commodus decide fighting mettle test square maximus battle death Action Drama Adventure rome gladiator arena senate romanempire emperor slavery battlefield blood ancientworld fatherdaughterrelationship combat mothersonrelationship dreamsequence chariot philosopher barbarianhorde 2ndcentury successor RussellCrowe JoaquinPhoenix ConnieNielsen RidleyScott DreamWorksSKG UniversalPictures ScottFreeProductions RedWagonEntertainment MillFilm C&L Dawliz
180,Minority Report,john anderton precrime cop late st century technology predict crime commit anderton quarry investigator target murder charge,Action Thriller ScienceFiction Mystery,self-fulfillingprophecy washingtond.c. evidence future hologram dystopia murder neo-noir futurenoir,TomCruise ColinFarrell SamanthaMorton,DreamWorksSKG Cruise/WagnerProductions AmblinEntertainment TwentiethCenturyFoxFilmCorporation BlueTulipProductions RonaldShusett/GaryGoldman DigitalImageAssociates,2002-06-20,7.1,2608,145.0,en,65.948959,StevenSpielberg,john anderton precrime cop late st century technology predict crime commit anderton quarry investigator target murder charge Action Thriller ScienceFiction Mystery self-fulfillingprophecy washingtond.c. evidence future hologram dystopia murder neo-noir futurenoir TomCruise ColinFarrell SamanthaMorton StevenSpielberg DreamWorksSKG Cruise/WagnerProductions AmblinEntertainment TwentiethCenturyFoxFilmCorporation BlueTulipProductions RonaldShusett/GaryGoldman DigitalImageAssociates
672,Harry Potter and the Chamber of Secrets,ignore threat life harry return hogwart investigate aid ron hermione mysterious series attack,Adventure Fantasy Family,flyingcar witch magic cuttingthecord childhero broom sorcerer'sapprentice schoolofwitchcraft giantsnake blackmagic aftercreditsstinger,DanielRadcliffe RupertGrint EmmaWatson,1492Pictures Heydayfilms WarnerBros.,2002-11-13,7.4,5815,161.0,en,132.397737,ChrisColumbus,ignore threat life harry return hogwart investigate aid ron hermione mysterious series attack Adventure Fantasy Family flyingcar witch magic cuttingthecord childhero broom sorcerer'sapprentice schoolofwitchcraft giantsnake blackmagic aftercreditsstinger DanielRadcliffe RupertGrint EmmaWatson ChrisColumbus 1492Pictures Heydayfilms WarnerBros.
36557,Casino Royale,le chiffre banker world s terrorist schedule participate high stake poker game montenegro intend use winning establish financial grip terrorist market m send bond maiden mission agent attend game prevent le chiffre win help vesper lynd felix leiter bond enter important poker game dangerous career,Adventure Action Thriller,italy poker casino terrorist banker money freerunning torture britishsecretservice montenegro,DanielCraig EvaGreen MadsMikkelsen,EonProductions StillkingFilms BabelsbergFilm,2006-11-14,7.3,3855,144.0,en,88.935165,MartinCampbell,le chiffre banker world s terrorist schedule participate high stake poker game montenegro intend use winning establish financial grip terrorist market m send bond maiden mission agent attend game prevent le chiffre win help vesper lynd felix leiter bond enter important poker game dangerous career Adventure Action Thriller italy poker casino terrorist banker money freerunning torture britishsecretservice montenegro DanielCraig EvaGreen MadsMikkelsen MartinCampbell EonProductions StillkingFilms BabelsbergFilm
869,Planet of the Apes,spectacular crash landing uncharted planet brash astronaut leo davidson find trap savage world talking ape dominate human race desperate find way home leo evade invincible gorilla army lead ruthless general thade,Thriller ScienceFiction Action Adventure,gorilla spacemarine spacesuit revolution chimp slavery spacetravel timetravel dystopia alienplanet ape humansubjugation,MarkWahlberg TimRoth HelenaBonhamCarter,"TwentiethCenturyFoxFilmCorporation TimBurtonProductions ZanuckCompany,The",2001-07-25,5.6,1243,119.0,en,51.188633,TimBurton,"spectacular crash landing uncharted planet brash astronaut leo davidson find trap savage world talking ape dominate human race desperate find way home leo evade invincible gorilla army lead ruthless general thade Thriller ScienceFiction Action Adventure gorilla spacemarine spacesuit revolution chimp slavery spacetravel timetravel dystopia alienplanet ape humansubjugation MarkWahlberg TimRoth HelenaBonhamCarter TimBurton TwentiethCenturyFoxFilmCorporation TimBurtonProductions ZanuckCompany,The"
280,Terminator 2: Judgment Day,nearly year pass sarah connor target termination cyborg future son john future leader resistance target newer deadly terminator resistance manage send protector attempt save john mother sarah,Action Thriller ScienceFiction,cyborg shotgun post-apocalyptic dystopia moralambiguity mentalinstitution violence fictionalwar morphing nuclearweapons shapeshifter savior catchphrase,ArnoldSchwarzenegger LindaHamilton RobertPatrick,LightstormEntertainment PacificWestern Canal+ CarolcoPictures T2Productions,1991-07-01,7.7,4185,137.0,en,101.74155,JamesCameron,nearly year pass sarah connor target termination cyborg future son john future leader resistance target newer deadly terminator resistance manage send protector attempt save john mother sarah Action Thriller ScienceFiction cyborg shotgun post-apocalyptic dystopia moralambiguity mentalinstitution violence fictionalwar morphing nuclearweapons shapeshifter savior catchphrase ArnoldSchwarzenegger LindaHamilton RobertPatrick JamesCameron LightstormEntertainment PacificWestern Canal+ CarolcoPictures T2Productions
11322,Public Enemies,depression era bank robber john dillinger s charm audacity endear america s downtrodden public s thorn j edgar hoover fledgling fbi desperate capture elusive outlaw hoover make dillinger public enemy number assign agent melvin purvis task bring dead alive,History Crime Drama,cinema hidingplace machinegun prisonguard escapefromprison dillinger,ChristianBale JohnnyDepp GiovanniRibisi,UniversalPictures AppianWay ForwardPass Dentsu RelativityMedia TribecaProductions MisherFilms,2009-07-01,6.5,1344,140.0,en,33.691694,MichaelMann,depression era bank robber john dillinger s charm audacity endear america s downtrodden public s thorn j edgar hoover fledgling fbi desperate capture elusive outlaw hoover make dillinger public enemy number assign agent melvin purvis task bring dead alive History Crime Drama cinema hidingplace machinegun prisonguard escapefromprison dillinger ChristianBale JohnnyDepp GiovanniRibisi MichaelMann UniversalPictures AppianWay ForwardPass Dentsu RelativityMedia TribecaProductions MisherFilms
4982,American Gangster,follow death employer mentor bumpy johnson frank lucas establish number importer heroin harlem district manhattan buy heroin directly source south east asia come unique way import drug united states base true story,Drama Crime,underdog blackpeople drugtraffic drugsmuggle society ambition riseandfall cop drugdealing policecorruption gangster crime policedetective family lawenforcement aftercreditsstinger dishonesty criminalheroes,DenzelWashington RussellCrowe ChiwetelEjiofor,ImagineEntertainment UniversalPictures ScottFreeProductions RelativityMedia FilmRites,2007-11-02,7.4,1502,157.0,en,42.361215,RidleyScott,follow death employer mentor bumpy johnson frank lucas establish number importer heroin harlem district manhattan buy heroin directly source south east asia come unique way import drug united states base true story Drama Crime underdog blackpeople drugtraffic drugsmuggle society ambition riseandfall cop drugdealing policecorruption gangster crime policedetective family lawenforcement aftercreditsstinger dishonesty criminalheroes DenzelWashington RussellCrowe ChiwetelEjiofor RidleyScott ImagineEntertainment UniversalPictures ScottFreeProductions RelativityMedia FilmRites
36955,True Lies,harry tasker secret agent united states government year keep job wife force reveal identity try stop nuclear terrorist wife kidnap,Action Thriller,spy terrorist florida gun kidnapping horsebackriding floridakeys secretagent terroristplot topsecret womanwithglasses hitwithatelephone truthserum mushroomcloud jackhammer keywest,ArnoldSchwarzenegger JamieLeeCurtis TomArnold,TwentiethCenturyFoxFilmCorporation LightstormEntertainment,1994-07-14,6.8,1116,141.0,en,38.729418,JamesCameron,harry tasker secret agent united states government year keep job wife force reveal identity try stop nuclear terrorist wife kidnap Action Thriller spy terrorist florida gun kidnapping horsebackriding floridakeys secretagent terroristplot topsecret womanwithglasses hitwithatelephone truthserum mushroomcloud jackhammer keywest ArnoldSchwarzenegger JamieLeeCurtis TomArnold JamesCameron TwentiethCenturyFoxFilmCorporation LightstormEntertainment
18487,The Taking of Pelham 1 2 3,armed man hijack new york city subway train hold passenger hostage return ransom turn ordinary day s work dispatcher walter garber face mastermind crime,Thriller Drama Crime,hostage newyorkcity newyorksubway subwaytrain stockmarket motorcyclecrash subwaytunnel aftercreditsstinger,DenzelWashington JohnTravolta LuisGuzmán,ColumbiaPictures EscapeArtists ScottFreeProductions RelativityMedia Metro-Goldwyn-Mayer(MGM),2009-06-11,6.2,954,106.0,en,40.597856,TonyScott,armed man hijack new york city subway train hold passenger hostage return ransom turn ordinary day s work dispatcher walter garber face mastermind crime Thriller Drama Crime hostage newyorkcity newyorksubway subwaytrain stockmarket motorcyclecrash subwaytunnel aftercreditsstinger DenzelWashington JohnTravolta LuisGuzmán TonyScott ColumbiaPictures EscapeArtists ScottFreeProductions RelativityMedia Metro-Goldwyn-Mayer(MGM)
39451,Little Fockers,take year little focker wife pam countless hurdle greg finally tightly wound father law jack cash strap dad take job moonlighting drug company jack s suspicion favorite male nurse come roar greg pam s entire clan descend twin birthday party greg prove skeptical jack s fully capable man house,Comedy Romance,nurse cat father-in-law vomit kidsandfamily viagra duringcreditsstinger,RobertDeNiro BenStiller OwenWilson,ParamountPictures UniversalPictures EverymanPictures RelativityMedia DreamworksPictures TribecaProductions,2010-12-21,5.4,1060,98.0,en,32.389353,PaulWeitz,take year little focker wife pam countless hurdle greg finally tightly wound father law jack cash strap dad take job moonlighting drug company jack s suspicion favorite male nurse come roar greg pam s entire clan descend twin birthday party greg prove skeptical jack s fully capable man house Comedy Romance nurse cat father-in-law vomit kidsandfamily viagra duringcreditsstinger RobertDeNiro BenStiller OwenWilson PaulWeitz ParamountPictures UniversalPictures EverymanPictures RelativityMedia DreamworksPictures TribecaProductions
27581,The Other Guys,nypd detective christopher danson johnson p k highsmith jackson badd beloved cop new york city don t tattoo man tattoo desk sit detective allen gamble ferrell terry hoitz wahlberg ve see background photo danson highsmith focus eye close hero guy cop day soon gamble hoitz stumble seemingly innocuous case detective want touch turn nyc s big crime s opportunity life guy right stuff,Action Comedy Crime,narration ceo firetruck shotintheshoulder zipline buddycomedy carjacking aftercreditsstinger duringcreditsstinger,WillFerrell MarkWahlberg EvaMendes,ColumbiaPictures GarySanchezProductions,2010-08-06,6.1,1383,107.0,en,24.399642,AdamMcKay,nypd detective christopher danson johnson p k highsmith jackson badd beloved cop new york city don t tattoo man tattoo desk sit detective allen gamble ferrell terry hoitz wahlberg ve see background photo danson highsmith focus eye close hero guy cop day soon gamble hoitz stumble seemingly innocuous case detective want touch turn nyc s big crime s opportunity life guy right stuff Action Comedy Crime narration ceo firetruck shotintheshoulder zipline buddycomedy carjacking aftercreditsstinger duringcreditsstinger WillFerrell MarkWahlberg EvaMendes AdamMcKay ColumbiaPictures GarySanchezProductions
9268,Eraser,u s marshall john kruger erase identity people enrol witness protection program current assignment protect lee cullen s uncovered evidence weapon manufacturer work sell terrorist group kruger discover s corrupt agent program guard life try protect lee s,Action Drama Mystery Thriller,suicide ambush showdown hostage traitor newidentity hitman witness witnessprotection armsdealer deception betrayal treason conspiracy u.s.marshal gunfight train explosion violence sabotage corporatecrime rogueagent assassinationattempt x-rayvision railgun,ArnoldSchwarzenegger JamesCaan VanessaWilliams,KopelsonEntertainment WarnerBros.,1996-06-21,5.6,543,115.0,en,24.507987,ChuckRussell,u s marshall john kruger erase identity people enrol witness protection program current assignment protect lee cullen s uncovered evidence weapon manufacturer work sell terrorist group kruger discover s corrupt agent program guard life try protect lee s Action Drama Mystery Thriller suicide ambush showdown hostage traitor newidentity hitman witness witnessprotection armsdealer deception betrayal treason conspiracy u.s.marshal gunfight train explosion violence sabotage corporatecrime rogueagent assassinationattempt x-rayvision railgun ArnoldSchwarzenegger JamesCaan VanessaWilliams ChuckRussell KopelsonEntertainment WarnerBros.
68718,Django Unchained,help german bounty hunter freed slave set rescue wife brutal mississippi plantation owner,Drama Western,bountyhunter hero plantation society friendship friends revenge rivalry rescue shootout racism danger dentist django dualrole aftercreditsstinger oddcouple blackslave deadly chasesandraces 19thcentury,JamieFoxx ChristophWaltz LeonardoDiCaprio,ColumbiaPictures TheWeinsteinCompany,2012-12-25,7.8,10099,165.0,en,82.121691,QuentinTarantino,help german bounty hunter freed slave set rescue wife brutal mississippi plantation owner Drama Western bountyhunter hero plantation society friendship friends revenge rivalry rescue shootout racism danger dentist django dualrole aftercreditsstinger oddcouple blackslave deadly chasesandraces 19thcentury JamieFoxx ChristophWaltz LeonardoDiCaprio QuentinTarantino ColumbiaPictures TheWeinsteinCompany
10545,The Hunchback of Notre Dame,quasi defy evil frollo venture festival fool cruel crowd jeer rescue fellow outcast gypsy esmeralda quasi soon find battle save people city love,Drama Animation Family,paris basedonnovel judge obsession dance sword mockery ugliness cathedral musical fool bell religion orphan armycaptain festival angrymob witchhunt 15thcentury,TomHulce DemiMoore TonyJay,WaltDisneyPictures,1996-06-21,6.8,1129,91.0,en,46.727941,GaryTrousdale,quasi defy evil frollo venture festival fool cruel crowd jeer rescue fellow outcast gypsy esmeralda quasi soon find battle save people city love Drama Animation Family paris basedonnovel judge obsession dance sword mockery ugliness cathedral musical fool bell religion orphan armycaptain festival angrymob witchhunt 15thcentury TomHulce DemiMoore TonyJay GaryTrousdale WaltDisneyPictures
11688,The Emperor's New Groove,kuzco self center emperor summon pacha village tell home destroy room kuzco s new summer home kuzco s advisor yzma try poison kuzco accidentally turn llama accidentally end pacha s village pacha offer help kuzco doesn t destroy house form unlikely partnership,Adventure Animation Comedy Family Fantasy,centralandsouthamerica birthday emperor palace kingdom berater llama,DavidSpade JohnGoodman EarthaKitt,WaltDisneyPictures WaltDisneyFeatureAnimation,2000-12-09,7.2,1490,78.0,en,51.113717,MarkDindal,kuzco self center emperor summon pacha village tell home destroy room kuzco s new summer home kuzco s advisor yzma try poison kuzco accidentally turn llama accidentally end pacha s village pacha offer help kuzco doesn t destroy house form unlikely partnership Adventure Animation Comedy Family Fantasy centralandsouthamerica birthday emperor palace kingdom berater llama DavidSpade JohnGoodman EarthaKitt MarkDindal WaltDisneyPictures WaltDisneyFeatureAnimation
76163,The Expendables 2,mr church reunite expendable easy paycheck man murder job quest revenge put deep enemy territory unexpected threat,Action Adventure Thriller,airplane numberintitle airplanecrash violence beard ensemblecast lossoffriend wisecrackhumor airportlounge asianwoman,SylvesterStallone JasonStatham DolphLundgren,NuImageFilms MillenniumFilms,2012-08-08,6.1,2896,103.0,en,53.732892,SimonWest,mr church reunite expendable easy paycheck man murder job quest revenge put deep enemy territory unexpected threat Action Adventure Thriller airplane numberintitle airplanecrash violence beard ensemblecast lossoffriend wisecrackhumor airportlounge asianwoman SylvesterStallone JasonStatham DolphLundgren SimonWest NuImageFilms MillenniumFilms
2059,National Treasure,modern treasure hunter lead archaeologist ben gates search chest rich rumor stash away george washington thomas jefferson benjamin franklin revolutionary war chest s whereabouts lie secret clue embed constitution declaration independence gate race find gold enemy,Adventure Action Thriller Mystery,riddle treasure treasurehunt archaeologist archeology ,NicolasCage DianeKruger JustinBartha,WaltDisneyPictures JerryBruckheimerFilms SaturnFilms JunctionEntertainment,2004-11-19,6.4,1926,131.0,en,58.849256,JonTurteltaub,modern treasure hunter lead archaeologist ben gates search chest rich rumor stash away george washington thomas jefferson benjamin franklin revolutionary war chest s whereabouts lie secret clue embed constitution declaration independence gate race find gold enemy Adventure Action Thriller Mystery riddle treasure treasurehunt archaeologist archeology  NicolasCage DianeKruger JustinBartha JonTurteltaub WaltDisneyPictures JerryBruckheimerFilms SaturnFilms JunctionEntertainment
2486,Eragon,homeland alagaesia farm boy happen dragon s egg discovery lead predestine journey realize s person defend home evil king,Fantasy Action Adventure Family,basedonnovel mythicalcreature dragon fantasyworld teenagehero basedonyoungadultnovel,EdSpeleers JeremyIrons SiennaGuillory,IngeniousFilmPartners TwentiethCenturyFoxFilmCorporation DuneEntertainment MajorStudioPartners Fox2000Pictures DavisEntertainment MidAtlanticFilms,2006-12-14,4.9,967,104.0,en,30.863434,StefenFangmeier,homeland alagaesia farm boy happen dragon s egg discovery lead predestine journey realize s person defend home evil king Fantasy Action Adventure Family basedonnovel mythicalcreature dragon fantasyworld teenagehero basedonyoungadultnovel EdSpeleers JeremyIrons SiennaGuillory StefenFangmeier IngeniousFilmPartners TwentiethCenturyFoxFilmCorporation DuneEntertainment MajorStudioPartners Fox2000Pictures DavisEntertainment MidAtlanticFilms
16523,Where the Wild Things Are,max imago run away mom sailing far land large talking beast ira carol douglas bull judith alexander crown king play rumpus build fort discover secret hideaway,Family Fantasy,children'sbook igloo wolfcostume swallowedwhole hitwitharock lying fallingdownahill snowballfight children'sperspectives,MaxRecords CatherineKeener LaurenAmbrose,VillageRoadshowPictures LegendaryPictures Playtone WildThingsProductions WarnerBros.,2009-10-16,6.4,572,101.0,en,31.586215,SpikeJonze,max imago run away mom sailing far land large talking beast ira carol douglas bull judith alexander crown king play rumpus build fort discover secret hideaway Family Fantasy children'sbook igloo wolfcostume swallowedwhole hitwitharock lying fallingdownahill snowballfight children'sperspectives MaxRecords CatherineKeener LaurenAmbrose SpikeJonze VillageRoadshowPictures LegendaryPictures Playtone WildThingsProductions WarnerBros.
116711,Epic,teenager find transport deep forest setting battle force good force evil take place band rag tag group character order save world,Animation Adventure Family Fantasy,fantasy miniaturepeople,JoshHutcherson AmandaSeyfried ColinFarrell,BlueSkyStudios TwentiethCenturyFoxAnimation,2013-05-15,6.4,1121,102.0,en,36.711378,ChrisWedge,teenager find transport deep forest setting battle force good force evil take place band rag tag group character order save world Animation Adventure Family Fantasy fantasy miniaturepeople JoshHutcherson AmandaSeyfried ColinFarrell ChrisWedge BlueSkyStudios TwentiethCenturyFoxAnimation
37710,The Tourist,american tourist frank johnny depp meet mysterious british woman elsie angelina jolie train venice romance bud s meet eye remake french film anthony zimmer write direct j r salle,Action Thriller Romance,paris hotel falseidentity undercoveragent romance,JohnnyDepp AngelinaJolie PaulBettany,ColumbiaPictures SpyglassEntertainment PeninsulaFilms StudioCanal SonyPicturesReleasing GKFilms SonyPicturesWorldwideAcquisitions(SPWA) ItalianTaxCredit Birnbaum/Barber CineromaSRL FrenchTaxCredit,2010-12-08,6.0,1699,103.0,en,41.426678,FlorianHenckelvonDonnersmarck,american tourist frank johnny depp meet mysterious british woman elsie angelina jolie train venice romance bud s meet eye remake french film anthony zimmer write direct j r salle Action Thriller Romance paris hotel falseidentity undercoveragent romance JohnnyDepp AngelinaJolie PaulBettany FlorianHenckelvonDonnersmarck ColumbiaPictures SpyglassEntertainment PeninsulaFilms StudioCanal SonyPicturesReleasing GKFilms SonyPicturesWorldwideAcquisitions(SPWA) ItalianTaxCredit Birnbaum/Barber CineromaSRL FrenchTaxCredit
9946,End of Days,december th citizen new york city get ready turn millennium devil decide crash party come city inhabit man s body search choose bride year old woman name christine york world end hope lie atheist call jericho cane,Action Fantasy Horror Mystery,christianity sex newyear'seve pastor nudity mephisto nightmare bible satanist faith ex-cop anti-christ millenium atheist suspense priest hospital train newyorkcity explosion church violence devil womaninjeopardy satanic flashback stigmata,ArnoldSchwarzenegger GabrielByrne KevinPollak,BeaconCommunications,1999-11-24,5.5,482,121.0,en,20.652943,PeterHyams,december th citizen new york city get ready turn millennium devil decide crash party come city inhabit man s body search choose bride year old woman name christine york world end hope lie atheist call jericho cane Action Fantasy Horror Mystery christianity sex newyear'seve pastor nudity mephisto nightmare bible satanist faith ex-cop anti-christ millenium atheist suspense priest hospital train newyorkcity explosion church violence devil womaninjeopardy satanic flashback stigmata ArnoldSchwarzenegger GabrielByrne KevinPollak PeterHyams BeaconCommunications
